timestamp,beats per minute,data source
2025-11-18T00:00:00Z,66.942,Fitbit App
2025-11-19T00:00:00Z,67.191,Fitbit App
2025-11-20T00:00:00Z,68.525,Fitbit App
2025-11-21T00:00:00Z,69.759,Fitbit App
2025-11-23T00:00:00Z,70.056,Fitbit App
2025-11-26T00:00:00Z,69.827,Fitbit App
2025-11-27T00:00:00Z,70.262,Fitbit App
2025-11-29T00:00:00Z,70.798,Fitbit App
2025-11-30T00:00:00Z,68.972,Fitbit App
2025-12-02T00:00:00Z,67.477,Fitbit App
2025-12-03T00:00:00Z,66.89,Fitbit App
2025-12-04T00:00:00Z,65.667,Fitbit App
2025-12-05T00:00:00Z,65.69,Fitbit App
2025-12-06T00:00:00Z,67.015,Fitbit App
2025-12-07T00:00:00Z,65.88,Fitbit App
2025-12-08T00:00:00Z,64.648,Fitbit App
2025-12-09T00:00:00Z,63.843,Fitbit App
2025-12-10T00:00:00Z,63.288,Fitbit App
2025-12-11T00:00:00Z,62.853,Fitbit App
2025-12-12T00:00:00Z,64.091,Fitbit App
2025-12-13T00:00:00Z,64.249,Fitbit App
2025-12-14T00:00:00Z,64.88,Fitbit App
2025-12-15T00:00:00Z,64.335,Fitbit App
2025-12-16T00:00:00Z,64.559,Fitbit App
2025-12-17T00:00:00Z,64.453,Fitbit App
2025-12-18T00:00:00Z,64.784,Fitbit App
2025-12-19T00:00:00Z,64.511,Fitbit App
2025-12-20T00:00:00Z,64.419,Fitbit App
2025-12-21T00:00:00Z,64.062,Fitbit App
2025-12-22T00:00:00Z,63.364,Fitbit App
2025-12-23T00:00:00Z,63.782,Fitbit App
2025-12-24T00:00:00Z,64.344,Fitbit App
2025-12-25T00:00:00Z,63.731,Fitbit App
2025-12-26T00:00:00Z,63.784,Fitbit App
2025-12-27T00:00:00Z,64.155,Fitbit App
2025-12-28T00:00:00Z,64.369,Fitbit App
2025-12-29T00:00:00Z,63.799,Fitbit App
2025-12-30T00:00:00Z,63.225,Fitbit App
2025-12-31T00:00:00Z,63.744,Fitbit App
2026-01-01T00:00:00Z,63.414,Fitbit App
2026-01-02T00:00:00Z,60.118,Fitbit App
2026-01-03T00:00:00Z,61.521,Fitbit App
2026-01-04T00:00:00Z,61.72,Fitbit App
2026-01-05T00:00:00Z,61.796,Fitbit App
2026-01-06T00:00:00Z,61.364,Fitbit App
2026-01-07T00:00:00Z,61.677,Fitbit App
2026-01-08T00:00:00Z,60.341,Fitbit App
2026-01-09T00:00:00Z,61.919,Fitbit App
2026-01-10T00:00:00Z,63.758,Fitbit App
2026-01-11T00:00:00Z,61.861,Fitbit App
2026-01-12T00:00:00Z,61.765,Fitbit App
2026-01-13T00:00:00Z,60.037,Fitbit App
2026-01-14T00:00:00Z,61.343,Fitbit App
2026-01-15T00:00:00Z,60.233,Fitbit App
2026-01-16T00:00:00Z,60.463,Fitbit App
2026-01-17T00:00:00Z,60.653,Fitbit App
2026-01-18T00:00:00Z,60.524,Fitbit App
2026-01-19T00:00:00Z,60.66,Fitbit App
2026-01-20T00:00:00Z,59.195,Fitbit App
2026-01-21T00:00:00Z,60.649,Fitbit App
2026-01-22T00:00:00Z,61.061,Fitbit App
2026-01-23T00:00:00Z,61.237,Fitbit App
2026-01-24T00:00:00Z,60.883,Fitbit App
2026-01-25T00:00:00Z,62.048,Fitbit App
2026-01-26T00:00:00Z,61.644,Fitbit App
2026-01-27T00:00:00Z,62.59,Fitbit App
2026-01-28T00:00:00Z,64.021,Fitbit App
2026-01-29T00:00:00Z,63.838,Fitbit App
2026-01-30T00:00:00Z,61.98,Fitbit App
2026-01-31T00:00:00Z,62.195,Fitbit App
2026-02-01T00:00:00Z,59.353,Fitbit App
2026-02-02T00:00:00Z,59.776,Fitbit App
2026-02-03T00:00:00Z,60.544,Fitbit App
2026-02-04T00:00:00Z,61.251,Fitbit App
2026-02-05T00:00:00Z,60.726,Fitbit App
2026-02-06T00:00:00Z,61.055,Fitbit App
2026-02-07T00:00:00Z,62.794,Fitbit App
2026-02-08T00:00:00Z,62.681,Fitbit App
2026-02-09T00:00:00Z,62.576,Fitbit App
2026-02-10T00:00:00Z,62.727,Fitbit App
2026-02-11T00:00:00Z,63.744,Fitbit App
2026-02-12T00:00:00Z,63.634,Fitbit App
2026-02-13T00:00:00Z,63.688,Fitbit App
2026-02-14T00:00:00Z,64.119,Fitbit App
2026-02-15T00:00:00Z,65.902,Fitbit App
2026-02-16T00:00:00Z,66.67,Fitbit App
2026-02-17T00:00:00Z,66.477,Fitbit App
2026-02-18T00:00:00Z,65.484,Fitbit App
2026-02-19T00:00:00Z,64.361,Fitbit App
2026-02-20T00:00:00Z,64.625,Fitbit App
2026-02-21T00:00:00Z,65.505,Fitbit App
2026-02-22T00:00:00Z,65.592,Fitbit App
2026-02-23T00:00:00Z,62.877,Fitbit App
2026-02-24T00:00:00Z,60.545,Fitbit App
2026-02-25T00:00:00Z,60.632,Fitbit App
2026-02-26T00:00:00Z,60.262,Fitbit App
2026-02-27T00:00:00Z,58.506,Fitbit App
2026-02-28T00:00:00Z,59.172,Fitbit App
2026-03-01T00:00:00Z,59.274,Fitbit App
2026-03-02T00:00:00Z,59.823,Fitbit App
2026-03-03T00:00:00Z,60.491,Fitbit App
2026-03-04T00:00:00Z,61.572,Fitbit App
2026-03-05T00:00:00Z,61.461,Fitbit App
2026-03-06T00:00:00Z,62.039,Fitbit App
2026-03-07T00:00:00Z,63.531,Fitbit App
2026-03-08T00:00:00Z,64.843,Fitbit App
2026-03-10T00:00:00Z,63.981,Fitbit App
2026-03-11T00:00:00Z,61.813,Fitbit App
2026-03-12T00:00:00Z,60.783,Fitbit App
2026-03-13T00:00:00Z,60.475,Fitbit App
2026-03-14T00:00:00Z,61.336,Fitbit App
2026-03-15T00:00:00Z,60.243,Fitbit App
2026-03-16T00:00:00Z,60.589,Fitbit App
2026-03-17T00:00:00Z,59.769,Fitbit App
2026-03-18T00:00:00Z,59.919,Fitbit App
2026-03-19T00:00:00Z,60.358,Fitbit App
2026-03-20T00:00:00Z,62.128,Fitbit App
2026-03-21T00:00:00Z,62.09,Fitbit App
2026-03-22T00:00:00Z,64.156,Fitbit App
2026-03-23T00:00:00Z,64.645,Fitbit App
2026-03-24T00:00:00Z,64.735,Fitbit App
2026-03-25T00:00:00Z,64.615,Fitbit App
2026-03-26T00:00:00Z,64.766,Fitbit App
2026-03-26T00:00:00Z,64.825,Fitbit App
2026-03-27T00:00:00Z,66.378,Fitbit App
2026-03-28T00:00:00Z,66.457,Fitbit App
2026-03-29T00:00:00Z,65.469,Fitbit App
2026-03-30T00:00:00Z,63.617,Fitbit App
2026-03-31T00:00:00Z,62.979,Fitbit App
2026-04-01T00:00:00Z,63.559,Fitbit App
2026-04-02T00:00:00Z,63.538,Fitbit App
2026-04-03T00:00:00Z,63.76,Fitbit App
2026-04-04T00:00:00Z,63.989,Fitbit App
2026-04-05T00:00:00Z,64.084,Fitbit App
2026-04-06T00:00:00Z,65.092,Fitbit App
2026-04-07T00:00:00Z,66.582,Fitbit App
2026-04-08T00:00:00Z,65.611,Fitbit App
2026-04-09T00:00:00Z,65.4,Fitbit App
2026-04-10T00:00:00Z,65.177,Fitbit App
2026-04-11T00:00:00Z,64.775,Fitbit App
2026-04-12T00:00:00Z,64.569,Fitbit App
2026-04-13T00:00:00Z,64.733,Fitbit App
2026-04-14T00:00:00Z,64.52,Fitbit App
2026-04-15T00:00:00Z,63.015,Fitbit App
2026-04-16T00:00:00Z,64.426,Fitbit App
2026-04-17T00:00:00Z,63.628,Fitbit App
2026-04-18T00:00:00Z,65.013,Fitbit App
2026-04-23T00:00:00Z,67.891,Fitbit App
2026-04-24T00:00:00Z,67.553,Fitbit App
2026-04-25T00:00:00Z,65.047,Fitbit App
2026-04-26T00:00:00Z,62.851,Fitbit App
2026-04-27T00:00:00Z,61.201,Fitbit App
2026-04-28T00:00:00Z,62.206,Fitbit App
2026-04-29T00:00:00Z,61.371,Fitbit App
2026-04-30T00:00:00Z,61.149,Fitbit App
2026-05-01T00:00:00Z,61.807,Fitbit App
2026-05-02T00:00:00Z,61.423,Fitbit App
2026-05-03T00:00:00Z,63.546,Fitbit App
2026-05-04T00:00:00Z,63.784,Fitbit App
2026-05-05T00:00:00Z,62.498,Fitbit App
2026-05-06T00:00:00Z,59.976,Fitbit App
2026-05-07T00:00:00Z,59.34,Fitbit App
2026-05-08T00:00:00Z,59.262,Fitbit App
2026-05-09T00:00:00Z,59.874,Fitbit App
2026-05-10T00:00:00Z,57.849,Fitbit App
2026-05-11T00:00:00Z,57.697,Fitbit App
2026-05-12T00:00:00Z,57.654,Fitbit App
2026-05-13T00:00:00Z,57.95,Fitbit App
2026-05-14T00:00:00Z,59.622,Fitbit App
2026-05-15T00:00:00Z,60.208,Fitbit App
2026-05-16T00:00:00Z,59.283,Fitbit App
2026-05-17T00:00:00Z,61.036,Fitbit App
2026-05-18T00:00:00Z,61.54,Fitbit App
2026-05-19T00:00:00Z,61.001,Fitbit App
2026-05-20T00:00:00Z,61.071,Fitbit App
2026-05-21T00:00:00Z,62.416,Fitbit App
2026-05-22T00:00:00Z,63.74,Fitbit App
2026-05-23T00:00:00Z,65.599,Fitbit App
2026-05-24T00:00:00Z,64.081,Fitbit App
2026-05-25T00:00:00Z,62.824,Fitbit App
2026-05-26T00:00:00Z,61.16,Fitbit App
2026-05-27T00:00:00Z,63.016,Fitbit App
2026-05-28T00:00:00Z,62.381,Fitbit App
2026-05-29T00:00:00Z,62.44,Fitbit App
2026-05-30T00:00:00Z,61.634,Fitbit App
2026-05-31T00:00:00Z,61.645,Fitbit App
2026-06-01T00:00:00Z,60.446,Fitbit App
2026-06-02T00:00:00Z,61.888,Fitbit App
2026-06-03T00:00:00Z,62.196,Fitbit App
2026-06-04T00:00:00Z,60.413,Fitbit App
2026-06-05T00:00:00Z,59.942,Fitbit App
2026-06-06T00:00:00Z,60.56,Fitbit App
2026-06-07T00:00:00Z,61.356,Fitbit App
2026-06-08T00:00:00Z,60.028,Fitbit App
2026-06-09T00:00:00Z,60.475,Fitbit App
2026-06-10T00:00:00Z,61.786,Fitbit App
2026-06-11T00:00:00Z,62.388,Fitbit App
2026-06-12T00:00:00Z,64.75,Fitbit App
2026-06-13T00:00:00Z,63.854,Fitbit App
2026-06-14T00:00:00Z,62.477,Fitbit App
2026-06-15T00:00:00Z,62.424,Fitbit App
2026-06-16T00:00:00Z,63.474,Fitbit App
2026-06-17T00:00:00Z,65.923,Fitbit App
2026-06-18T00:00:00Z,63.725,Fitbit App
2026-06-19T00:00:00Z,63.604,Fitbit App
2026-06-20T00:00:00Z,62.658,Fitbit App
2026-06-21T00:00:00Z,62.48,Fitbit App
2026-06-22T00:00:00Z,62.541,Fitbit App
2026-06-23T00:00:00Z,63.834,Fitbit App
2026-06-24T00:00:00Z,66.037,Fitbit App
2026-06-25T00:00:00Z,63.585,Fitbit App
2026-06-26T00:00:00Z,62.184,Fitbit App
2026-06-27T00:00:00Z,61.205,Fitbit App
2026-06-28T00:00:00Z,61.584,Fitbit App
2026-06-29T00:00:00Z,61.477,Fitbit App
2026-06-30T00:00:00Z,59.419,Fitbit App
2026-07-01T00:00:00Z,60.657,Fitbit App
2026-07-02T00:00:00Z,59.466,Fitbit App
2026-07-03T00:00:00Z,57.728,Fitbit App
2026-07-04T00:00:00Z,58.425,Fitbit App
2026-07-05T00:00:00Z,58.92,Fitbit App
2026-07-06T00:00:00Z,58.932,Fitbit App
2026-07-07T00:00:00Z,60.817,Fitbit App
